account_id,account_number,customer_id,account_type,account_balance,credit_score
17153,IBTP44181336626631,26537,Savings,1333.57,729
17154,SBQN54710320083974,14775,Checking,12.97,750
17155,QMOO96654300266514,12463,Checking,1186.36,677
17156,EBOX45438411323244,4894,Credit,629.2,680
17157,SATF28140722737318,14804,Savings,2166.34,716
17158,FJIU38150791283773,889,Checking,1620.49,778
17159,PCKC50245488599910,6843,Credit,757.05,721
17160,UDXK06045802344758,29929,Savings,660.6,650
17161,LAVZ25706611267574,1696,Savings,6003.49,693
17162,KNOQ93219486753065,3238,Credit,2220.8,698
17163,WCIL54876680370852,9378,Checking,3258.12,681
17164,REEY88132808270432,10974,Credit,4554.14,670
17165,PCUF30468767708924,23627,Checking,2080.68,704
17166,VLML43970570492090,2707,Savings,2493.86,746
17167,OYOF80172984910685,20560,Credit,2403.43,668
17168,WEAS85525984484143,829,Checking,3167.34,649
17169,WCOF97016481035657,9762,Checking,3233.68,755
17170,VXQK01780644004390,18994,Credit,1038.26,603
17171,YBHL54378782353532,12607,Credit,1823.02,744
17172,CEJF04713714673997,19859,Checking,2902.35,745
17173,VDLT82531537310780,5655,Credit,3083.91,714
17174,JVHV88204176111127,11327,Credit,556.03,647
17175,VHUM36074845200234,21849,Credit,4139.7,735
17176,KACK65045648321351,2283,Credit,44.74,649
17177,CDMR11400572483181,28086,Checking,1946.08,660
17178,ANNL10159670847435,7409,Credit,5022.16,703
17179,BZZT53960261908385,6881,Credit,3034.43,760
17180,YZQW20790778109601,3812,Checking,3304.6,639
17181,ODBH22251880748690,28183,Savings,4836.66,668
17182,EYIL19132652778405,13928,Savings,3874.72,653
17183,SLYR85642285403873,28045,Credit,1172.8,723
17184,KNFU86907057958663,3481,Savings,1266.63,707
17185,HOHB71119608036230,7960,Checking,463.46,634
17186,TOJN29268787969334,22769,Savings,4925.24,643
17187,ZBQM69468222072704,13138,Checking,902.3,701
17188,TNMI98154873647996,23431,Checking,714.38,639
17189,UUTU15842470350873,3286,Savings,2818.27,692
17190,YFGD44104063858547,12820,Savings,2547.0,665
17191,BNDD32235501708401,4177,Checking,1474.86,710
17192,HBIN67101878759314,29339,Checking,1108.55,698
17193,SCBU27891429445367,23820,Credit,4474.99,684
17194,KDZI96828315980984,12193,Savings,3441.27,735
17195,LNYJ21170717366709,19672,Savings,111.81,653
17196,EABK42942860178341,5216,Credit,1619.83,645
17197,QNYZ24547732769213,10303,Savings,2629.09,605
17198,EBQE26237693990368,26195,Checking,2537.02,708
17199,YIDZ77856768470349,26419,Credit,2121.67,725
17200,ZLIS48485803247145,25272,Savings,1147.79,633
17201,JMSI77472695865613,11709,Savings,7172.89,634
17202,KMTJ11388616909240,22592,Checking,352.82,643
17203,HKEP57885296576480,1459,Checking,1465.67,676
17204,WUKI67487914247627,1119,Credit,1573.99,662
17205,OAZD17031513281911,12711,Savings,277.64,674
17206,QOKI70733410656168,2901,Credit,3434.35,700
17207,EANO41989845140201,21224,Savings,3981.8,722
17208,BEDY47157439054598,25718,Checking,967.67,722
17209,IHEE94399143013673,19584,Credit,3009.25,620
17210,WKVO40174553431484,11842,Checking,818.64,654
17211,ANKF54779913880213,5865,Credit,4679.04,725
17212,HNFH50679162288256,20266,Savings,1498.65,692
17213,VUGG97415918325717,14979,Credit,2462.1,724
17214,VRJA41246283870502,15210,Savings,346.18,645
17215,MIOF65051745022890,21357,Credit,763.45,718
17216,QMSH00691843144782,3468,Credit,1953.22,671
17217,REQU76355670392704,13973,Savings,1588.66,728
17218,TAZB83460406542099,25385,Checking,1086.28,699
17219,RGVE80311099803575,14436,Checking,3006.89,717
17220,APND52104957140744,9267,Savings,934.65,585
17221,LHHR17308166219170,8267,Checking,2953.95,775
17222,FLSZ09878606402627,1026,Savings,2544.05,705
17223,EOJQ26115260054265,29304,Savings,2735.9,698
17224,JQTC03423096694893,18783,Checking,1158.14,686
17225,XTAH69559157909942,10301,Checking,3347.74,673
17226,GEUI06427450144326,169,Savings,1008.48,618
17227,COSA41335130660419,10512,Credit,3147.35,705
17228,VHLD30097550183094,7909,Savings,3526.77,674
17229,JEUS10603883906564,21152,Credit,2775.7,742
17230,CUCS90364604372240,4697,Savings,6599.11,718
17231,ECTC70394105494619,14180,Checking,1437.87,711
17232,YXZA09190626381231,24870,Checking,3852.09,730
17233,LWVM11857410258490,27062,Checking,1861.16,665
17234,PGSM13071095090152,28211,Savings,1788.88,683
17235,BBAS26542538298857,19793,Savings,1164.07,720
17236,MSEC18455825953491,2031,Credit,733.99,698
17237,ZMPC24340056877191,13738,Checking,718.69,705
17238,VMQF16027084705861,18682,Savings,1049.95,671
17239,LZFF10451734342709,10623,Savings,1591.87,684
17240,WYNH98104824093630,24095,Credit,1433.18,721
17241,XLOU30414419870249,21213,Savings,2087.99,718
17242,XRTP31739027778757,29417,Savings,2731.99,761
17243,RJFH49832030511403,24289,Savings,1550.11,722
17244,AFVG42424783405916,9766,Savings,1964.11,682
17245,UGCX89003555757854,21832,Savings,2617.5,645
17246,PWMF30522465225107,18985,Credit,3980.08,630
17247,AULB84256335618904,22376,Checking,2006.62,608
17248,ZERY94322647618451,28351,Credit,1624.25,618
17249,ZMDC71591362651969,22072,Savings,1634.18,762
17250,GRBN27890869423784,16453,Checking,1390.56,711
17251,NPJQ52135253109010,6039,Credit,2576.11,639
17252,WFMC26061648270866,25526,Savings,2995.98,642
17253,MFPL92786513251836,27384,Checking,2440.0,677
17254,XDDZ09849906697635,13931,Savings,110.88,622
17255,EIVP09616705801880,26583,Credit,1205.83,650
17256,WQRI77286469871209,23999,Checking,170.94,659
17257,FPUS95725797043039,1087,Checking,2497.27,774
17258,HVCT51625771474135,18540,Checking,2604.01,673
17259,SWYD27618125243071,2605,Savings,1769.01,784
17260,DRHG40898336128037,7143,Checking,457.43,709
17261,JMOX16798840757653,9161,Credit,4180.95,689
17262,CLZY51465002140905,12434,Checking,400.91,691
17263,XNAL16062573681943,26365,Checking,2587.29,732
17264,QYYP22975604058769,25491,Savings,3950.83,711
17265,FGWI87143001407812,6451,Checking,1208.73,728
17266,TRAG09992300954093,20254,Savings,252.01,588
17267,FJWA49181102888275,22156,Checking,1257.3,635
17268,SAJG76327334936409,29093,Checking,823.77,754
17269,LVID11507835747688,23686,Savings,703.25,548
17270,VCRA37808025224827,4586,Credit,592.24,678
17271,FZTV81223093619267,19489,Checking,4364.23,642
17272,YBWW12498246533852,5954,Credit,2539.54,735
17273,VBCU03982897769154,11572,Credit,2690.81,674
17274,WJQD14004611764238,19524,Savings,232.14,723
17275,DBQS17578672931254,9513,Credit,2472.36,699
17276,HXTC41598842323753,19115,Credit,1910.58,798
17277,FOEL80669673139535,22897,Savings,2081.33,647
17278,LPZB38016839330610,11190,Savings,4315.81,744
17279,WXIR62454160173492,3804,Checking,1098.79,708
17280,MSWX66002477518020,15009,Savings,1360.54,787
17281,HELO51578263341145,3989,Checking,1164.03,667
17282,WOIJ99107024252919,7685,Credit,1910.24,685
17283,SKJM97628571489873,21086,Savings,4049.83,710
17284,GGXP86236832467232,14497,Savings,2050.26,653
17285,BQUI94845295879473,747,Savings,2116.13,766
17286,UDDL23513446223221,11945,Checking,2764.66,825
17287,WLLY36867118105352,10849,Savings,4990.91,680
17288,FMPY68961371498565,23179,Credit,573.18,710
17289,BYMT87646218642679,8553,Checking,1046.81,628
17290,GCJQ03069035221444,11620,Checking,1782.3,756
17291,QTEV00313449047708,24903,Credit,3628.92,631
17292,MZAT33440350138105,6939,Credit,2206.23,787
17293,PPWH29923899190219,860,Savings,3495.12,750
17294,NQJW87483239708828,10500,Checking,1758.98,733
17295,BFIS51117037339886,26134,Credit,1927.44,720
17296,LCER46481423370742,18148,Checking,2254.12,680
17297,OJWZ90988387418577,16883,Savings,3098.78,707
17298,UVZU53818656789862,22864,Savings,3369.36,700
17299,IKWF75020556792217,528,Savings,506.77,677
17300,UVMA58272523667145,14006,Credit,2477.7,666
17301,ACXT56759664049194,15095,Checking,344.76,715
17302,ZLFQ76361620567696,10006,Checking,1347.05,656
17303,VEOW31844994352220,13946,Checking,817.3,711
17304,UDUD98967191626704,19244,Savings,4068.16,731
17305,GGRR95926551658624,29202,Checking,805.8,662
17306,QVMF51833369666549,3273,Savings,6144.79,760
17307,CJVG27482222782938,6790,Credit,927.24,649
17308,LWKY52055884948503,19536,Savings,1749.22,703
17309,QZGL59423898452114,25399,Checking,3160.74,643
17310,JCMR57218796996469,12926,Checking,969.79,741
17311,QZER16784025234458,24510,Savings,2891.45,722
17312,OQWC59551345396979,26606,Checking,723.41,742
17313,PTKH89639172161924,8040,Savings,4376.11,769
17314,OPOD17758128836416,14774,Checking,2258.88,709
17315,XGHO51408591666537,7118,Checking,747.82,718
17316,FSJA15529791114482,29373,Savings,123.03,618
17317,CPMD30728754185909,16595,Savings,3889.99,633
17318,PMTU11186109550823,5468,Checking,1104.74,680
17319,EVYA70091909034312,4535,Savings,194.34,590
17320,BTAA38281481873777,29761,Credit,4454.09,828
17321,CCPG87292067343362,2666,Savings,2405.52,747
17322,IUCQ34515539631145,4035,Checking,3460.78,674
17323,YUAK71108359294376,17723,Checking,887.8,648
17324,NVZO13189758361412,13379,Savings,3702.1,727
17325,YMKU44838560994926,382,Checking,2453.06,602
17326,BAQH10496649153228,9761,Savings,3288.81,802
17327,MJAU41206460064628,17739,Credit,838.04,718
17328,EUYU15942435248175,7187,Savings,787.52,691
17329,HSGQ87049003199718,16006,Credit,477.27,699
17330,FMOH39013237980173,3401,Credit,1355.15,672
17331,GYTK90232412921851,6402,Checking,2956.47,619
17332,PWVQ37237123848580,26345,Savings,765.98,622
17333,LRCG17091040218770,16992,Credit,2196.61,750
17334,ALTU29796513046963,11404,Credit,1909.77,694
17335,TCXM53438404346209,3067,Credit,2189.1,666
17336,DJSL15524374273512,16922,Credit,944.17,768
17337,PPKD95315704855402,20335,Checking,2291.26,709
17338,PLEX51352129555869,16368,Savings,1786.78,595
17339,DDPI13229902012058,9917,Checking,4580.22,778
17340,MVHF93538179834126,1806,Credit,1935.16,693
17341,WMNV52943404671782,9076,Checking,266.97,647
17342,HZKS92383227551464,2609,Credit,2349.0,677
17343,ZVZF85633477284353,29926,Savings,2633.26,794
17344,SCXN55557285193679,8639,Checking,946.98,621
17345,DMWR91011508070729,16770,Credit,2608.65,729
17346,JUJA72499971314140,23562,Savings,4062.45,657
17347,RBBP54856836531303,21509,Checking,1107.4,667
17348,MYOK63734194591254,23426,Savings,2972.48,628
17349,CVWY67308176860739,5897,Checking,1612.41,739
17350,IUVK79875549589929,21237,Savings,153.94,702
17351,DAUA40637170906977,14119,Checking,2315.69,667
17352,CXNU99047276736967,21656,Credit,2431.6,645
17353,BOVP46539039628537,21396,Checking,3677.21,670
17354,JPUS07241995863142,25139,Checking,1694.27,745
17355,KOVD80867874970053,23549,Credit,1795.95,700
17356,BQYM88777054015043,17390,Checking,1635.27,627
17357,MFQO58378800690295,5880,Checking,2129.64,727
17358,EQYE19027277295330,25097,Savings,3084.91,657
17359,NPCY82159248669830,29089,Savings,2709.32,664
17360,YELI99869646497035,10827,Checking,1894.0,676
17361,AVKT39468207823860,269,Checking,2214.71,820
17362,VAEA14375764802994,15279,Credit,3331.83,591
17363,FINL21960965456430,4877,Savings,2794.44,663
17364,SPSK88875706725217,1057,Savings,1790.66,660
17365,EDZO33480305339038,5657,Credit,3895.22,568
17366,JSZZ90144271970163,16130,Credit,1456.19,709
17367,LSXB89967132097478,13938,Savings,3237.64,689
17368,LGMK56320045809800,24336,Savings,2140.72,691
17369,KHBB42677405181418,12540,Credit,3978.85,707
17370,JXFB85030280382845,23468,Checking,115.54,689
17371,FIJX11496168843715,10306,Credit,3453.6,806
17372,KDCF93221939760020,21067,Credit,2533.66,772
17373,YADV01574894883708,23916,Credit,2706.95,714
17374,SUZJ65375952314476,13706,Savings,1530.02,729
17375,ZTHT65418913831775,20800,Credit,1084.35,821
17376,HEEA09551598828461,115,Checking,1174.89,640
17377,CZRR61975711249894,6791,Savings,2661.82,667
17378,SEPN18808110515796,13586,Credit,79.07,756
17379,EODP56563093792114,846,Savings,3471.87,600
17380,FPLW67161762026980,11381,Checking,1209.79,818
17381,QYNK25212658518253,27116,Savings,1791.95,754
17382,THJA85605091172233,14156,Savings,2530.38,680
17383,MRCN64583590083239,19472,Checking,4895.45,691
17384,EVTD22592232200190,4961,Savings,3454.52,714
17385,KIIP80992794690871,9552,Credit,2588.21,704
17386,WDLC33521485815897,27584,Credit,2419.04,682
17387,TSTX37198540106325,21470,Savings,1911.19,698
17388,LOSH48974540197693,5609,Checking,3036.11,697
17389,SVTO01560431435096,29701,Savings,1130.17,579
17390,MZTV18112985173698,2570,Checking,1814.95,699
17391,MXBW11237223957057,12998,Checking,225.71,755
17392,CNVB35118521863660,18759,Savings,2115.59,777
17393,NFGQ14617410757518,19383,Savings,3198.37,806
17394,CJEK35991232149178,28195,Credit,41.81,649
17395,TBTC71306665749679,4407,Savings,3887.79,707
17396,EBKT46997587217879,20476,Savings,136.53,697
17397,SVLE46742279386855,15106,Credit,695.27,774
17398,ASWZ45761746043728,25218,Credit,2771.74,639
17399,HZPU22647872594261,18262,Credit,823.68,732
17400,TMBP76917770783892,14293,Savings,1347.69,707
17401,TWBY90845222054641,1586,Checking,1884.16,725
17402,OYBB17254665399957,22867,Credit,3131.75,677
17403,GVQN53940277522575,12980,Credit,1841.91,704
17404,WLUL01667556421246,25987,Savings,462.6,691
17405,KJAA35486445494811,1051,Checking,2108.91,651
17406,MCIM48833477171890,1572,Credit,2809.34,613
17407,USQM56661683382255,8030,Savings,1387.75,660
17408,GICC89595587946046,28776,Checking,1409.9,630
17409,AZBX54095056769564,1271,Credit,2547.19,742
17410,CSMC69669488008724,24200,Checking,66.18,627
17411,VGZP77162557942095,16188,Checking,1509.19,758
17412,FVSI67888153077883,192,Credit,4772.2,657
17413,FDKP39091297214878,25331,Savings,5351.46,750
17414,THEG62458302894643,7900,Savings,4845.1,683
17415,JMHA89701064239268,3647,Credit,3272.72,816
17416,PCMY92199942751184,11601,Credit,3782.72,660
17417,DBPP12811034331776,24359,Savings,103.71,717
17418,SBEH80538183038740,21208,Checking,2567.84,707
17419,GCVA84885999669084,172,Checking,4470.54,728
17420,NKNQ08715362978844,7213,Checking,2003.61,648
17421,YRCZ30008137611002,18565,Credit,3338.56,730
17422,FFJF78096337917075,28437,Checking,1503.26,764
17423,NBXE63231827518180,13941,Savings,347.99,730
17424,TZYT66636112584972,3358,Checking,2080.78,668
17425,VVXM33140960584077,2708,Checking,3195.73,682
17426,CRXK13429601760222,6210,Credit,2043.4,742
17427,AGKA30628747030632,15661,Savings,2726.46,717
17428,NZOK05413064364457,26202,Checking,3214.44,672
17429,MDJZ87086603755619,24788,Checking,811.36,772
17430,DZYN46973078249281,3091,Savings,11.49,649
17431,RDZD70308628921406,21992,Checking,3617.02,602
17432,QGJO24439503357348,26839,Credit,2812.71,649
17433,YCAN50325085661132,22414,Credit,3105.39,719
17434,SZYU08778826440539,311,Checking,3040.66,748
17435,AMKU77145616792142,23236,Checking,1024.35,685
17436,JLLJ62207580294861,12148,Checking,784.1,774
17437,AUGQ85175360002438,3689,Savings,1729.96,697
17438,GFGE61510135766544,16499,Savings,3169.45,645
17439,MNZX27915517014893,22319,Checking,1333.21,613
17440,LWUR16517302492934,6631,Savings,643.19,714
17441,QKLO39420958163959,5352,Checking,1838.63,707
17442,IAOK01933082122945,9780,Credit,4458.89,685
17443,OQGN37653648482664,14608,Savings,2470.48,655
17444,PYPH30054930988212,19427,Checking,2816.35,780
17445,CWGS99623754956544,25800,Checking,382.21,599
17446,ODNG39966547472916,10515,Savings,341.68,770
17447,THCG09866200246486,11261,Checking,1661.42,655
17448,MCMH06776414023353,6304,Credit,1942.78,701
17449,JQKL27231506528994,10357,Credit,679.15,715
17450,CHUT95818263021259,26877,Savings,4471.76,608
17451,JWQH80932050686668,19523,Credit,1714.17,609
17452,XMRJ75859635244548,1242,Credit,1652.66,706
17453,JFVQ88897084620117,11077,Credit,3676.8,772
17454,UZFO89440069846691,25293,Credit,3575.36,644
17455,JUAC03153676175612,27243,Checking,787.76,595
17456,OWKP68806979437300,19082,Credit,1665.32,737
17457,GEGH77042454382037,12118,Savings,4337.49,739
17458,OURQ40222149098543,12937,Checking,1735.18,691
17459,ISKC94633631968850,10361,Checking,756.41,708
17460,YOAL96552264074203,11056,Checking,1503.75,736
17461,XNGT51035065208583,5105,Checking,2957.52,660
17462,BSKV34635358845164,10555,Checking,607.2,727
17463,NORC54926912616060,525,Checking,3757.58,756
17464,AZNU30049451228812,5653,Checking,3797.47,724
17465,ZVSU91348831124588,19363,Savings,3692.44,808
17466,PCCD89688545654147,29117,Credit,28.75,714
17467,EHQL37540678594528,23481,Credit,2324.14,548
17468,KOAQ66111780286264,28598,Checking,2397.21,658
17469,ATOG72856420909684,674,Credit,1456.75,678
17470,MVDL45508471596965,26690,Credit,2168.46,682
17471,BPIR48390075754754,3759,Checking,604.2,707
17472,CBSI78310463145298,25195,Savings,2350.95,789
17473,LLBM82661238583382,2438,Savings,329.03,730
17474,PQUF09607363550939,25625,Savings,2101.02,650
17475,BQEM38363084018281,13478,Checking,1949.2,718
17476,QNBA85144969888468,3913,Credit,2872.99,739
17477,PWBH21761106863709,2208,Checking,894.24,656
17478,CXRY44884422312443,9266,Savings,3264.6,685
17479,RPLL36141630144103,12837,Credit,453.16,611
17480,YSZB21451543727050,6172,Savings,921.49,642
17481,ACQX79184512454558,18785,Savings,2084.66,734
17482,EIAT58968520545211,22088,Savings,911.21,694
17483,ZUDA35850797037239,6050,Credit,689.12,720
17484,BHXT46697908864402,1932,Checking,427.87,671
17485,VSPY83929014968357,14281,Credit,2420.24,713
17486,VDZK69948163244804,1967,Savings,4016.29,651
17487,JFNC47108203052977,11681,Savings,833.56,733
17488,FONJ24405631915778,17071,Checking,329.3,660
17489,SLEC48646745611621,25847,Checking,1243.23,723
17490,ZROW07782545949359,7180,Credit,2938.72,627
17491,EQJL36093758206661,2335,Savings,2304.04,734
17492,WCRF69421935553834,9472,Savings,1520.36,709
17493,JVGR88813226193200,14625,Checking,2681.57,601
17494,LTQB74694841367020,8655,Credit,2529.37,667
17495,IILW72517662517731,20497,Savings,5711.34,716
17496,SYYF58376177965704,14964,Checking,886.97,763
17497,YNMM27695189458391,983,Checking,2360.37,674
17498,JVZB28711336482476,4404,Credit,2999.32,659
17499,HYBG04226531548304,9098,Savings,2528.48,714
17500,UWLT25211370421805,23392,Credit,4437.31,779
17501,VXMX67734986599847,25816,Checking,2623.82,686
17502,ZHSL10660482604639,17141,Savings,1282.67,717
17503,PMZP31293053412206,5107,Savings,1608.39,676
17504,YSIN71103549885054,10223,Checking,1833.51,679
17505,IREP73543477984425,5325,Checking,5192.88,666
17506,TSHB93673537907624,11898,Checking,4143.08,770
17507,JEPK72176982494189,12569,Credit,3106.22,689
17508,CGAB95371475676699,23599,Credit,1164.14,693
17509,DKON97479942277793,7315,Credit,886.17,749
17510,XKRZ85238791654795,25743,Checking,515.39,774
17511,QPFI92807434398528,27276,Credit,1247.32,697
17512,FTFG64939866935702,5870,Credit,3276.05,685
17513,ZAGL36211446494302,8066,Credit,2242.11,709
17514,VIJG90657792689048,27757,Credit,4914.21,625
17515,IXQY60038439137298,13417,Credit,2076.41,686
17516,ZTHN52583885871844,29559,Savings,1420.72,738
17517,NMMR29911323602336,28988,Savings,3056.13,670
17518,CPID57999086801783,17881,Savings,1508.56,638
17519,GZIZ65859213040851,16851,Savings,2146.53,641
17520,NSJD92297319297757,28318,Credit,1424.04,694
17521,QUCU12896976754875,25922,Credit,1103.05,625
17522,TIAK07734557128945,10555,Checking,1542.79,699
17523,TGMX41386065324503,17154,Credit,3280.19,643
17524,YMGG38756939097461,3125,Checking,3143.38,771
17525,CYZG77309556550787,3461,Checking,1940.17,673
17526,OPUJ69544784448607,23354,Savings,1685.0,719
17527,HETS50629107567891,411,Savings,1148.93,685
17528,YBNM04599401465335,22523,Checking,512.74,682
17529,WAOU23620783706388,6094,Savings,1117.15,641
17530,WGOG56102573195278,7169,Credit,4101.0,721
17531,MRQP31037299766832,28923,Credit,911.61,752
17532,JXEM93144782225617,10347,Credit,3274.63,640
17533,LLEL91474949157336,16667,Checking,1631.55,666
17534,MCWK22651330850204,3453,Credit,2361.06,724
17535,QWOC05013080321238,28164,Savings,2312.9,761
17536,PCDK06896856595397,3520,Savings,1563.01,688
17537,VUZN22354461643553,21245,Savings,1749.92,767
17538,HLHV48723414075977,25062,Checking,546.19,696
17539,HGOS53121344777699,12061,Credit,785.03,701
17540,BAUI48609200185112,12737,Checking,1786.91,699
17541,OXOV19538674851182,9841,Savings,278.4,656
17542,XSYI07111734569428,13037,Checking,2226.27,723
17543,WPSK01833712187142,28274,Checking,3033.04,731
17544,KOSN98221322224955,17661,Savings,267.34,647
17545,ZUGL49850494536550,26882,Savings,3057.02,742
17546,CJPQ92807285249767,26321,Credit,1954.0,679
17547,MNWX54181160853651,14097,Credit,2635.96,660
17548,RURA90651277361045,27057,Credit,3719.79,642
17549,QCZH61385785110136,17936,Checking,3509.63,675
17550,MOTV40260930527944,11033,Checking,1480.44,722
17551,RHIT97891966285902,7338,Savings,3485.57,701
17552,TMCQ06091752643566,13863,Credit,1553.72,650
17553,SYEZ87424165939884,28282,Savings,1399.85,638
17554,XNMD72796844256217,21252,Credit,577.09,727
17555,XDRJ04856513438046,12041,Checking,2568.23,664
17556,LLLS91579686824248,23980,Savings,532.23,699
17557,LZTH58451694222735,25988,Credit,2857.09,706
17558,WOGU41225223321730,11543,Credit,4185.18,732
17559,WXQZ57982915812113,26237,Checking,3112.55,667
17560,JHIQ45132358056510,24856,Savings,1783.54,689
17561,DRJA29555112241038,16878,Savings,1675.0,670
17562,QMAB81895384952217,28551,Checking,1566.46,756
17563,OSIX86326395232723,16968,Checking,2677.54,666
17564,HZWL58584056555206,24967,Savings,177.94,771
17565,GSMX01256035471082,661,Checking,178.96,700
17566,QYWG32244511120697,6221,Credit,921.5,644
17567,NUAO77476329017753,20052,Credit,2188.84,664
17568,VVID89988596284860,1500,Savings,993.58,704
17569,EFYF16523515142178,19591,Checking,768.45,761
17570,CCJX83195736221643,28395,Savings,3062.56,677
17571,RVCB16833198836600,19761,Credit,1979.83,768
17572,DGFA61415028331702,14411,Savings,1370.71,737
17573,EPFH20301616155055,20830,Credit,2846.79,691
17574,UJXE95954502801668,8495,Savings,2552.63,687
17575,QJMY71500163068487,17593,Checking,916.71,626
17576,UNQR56842804856386,2878,Credit,3022.07,708
17577,SPGS45593321088001,14491,Savings,3744.21,637
17578,IVSV62693338240729,19464,Savings,1524.71,744
17579,MOGB01302731664028,29307,Checking,2735.37,668
17580,HLRD30983330337702,9832,Checking,1499.5,586
17581,BRUX91164071216827,25819,Credit,1802.62,748
17582,HZON17131777210582,13216,Checking,1249.09,706
17583,UPTF88033436184275,452,Credit,2920.02,795
17584,JTXC32171547838329,29953,Savings,332.62,588
17585,WMBR69387533539442,19063,Checking,3904.9,779
17586,AWYM63854752049497,18853,Savings,2867.75,702
17587,XPZR11209459539142,23356,Credit,20.79,704
17588,ULCX50722308022567,10281,Savings,2453.48,804
17589,PDKI53342029615757,2390,Credit,1990.17,698
17590,IMBX80537571177286,6318,Savings,2291.76,728
17591,EPFH71266221114507,8447,Savings,3480.41,749
17592,MTDT69446283725829,2843,Savings,3056.67,681
17593,HTYR87253491819489,13917,Savings,2032.76,712
17594,XPEM59206602834750,26761,Checking,280.07,722
17595,BYRS05208656872666,3267,Checking,469.09,686
17596,CUDN07846764668961,17659,Credit,4401.45,628
17597,VVON48021924862328,14530,Savings,2370.03,748
17598,TEEJ91938542680873,27351,Savings,2506.46,696
17599,VSNR55457962355845,1042,Savings,674.92,707
17600,AWRB25250296877730,14130,Savings,531.78,697
17601,DHEM89794296201798,28462,Checking,660.62,749
17602,LLIS43126734564131,12649,Savings,3116.12,765
17603,SYRZ28427981260444,8037,Savings,2709.73,741
17604,CLCW78023109839287,6380,Savings,418.56,733
17605,TSNM67579423063295,16496,Checking,1353.83,727
17606,HHKW35005645561106,392,Checking,3112.99,649
17607,BIEF32255896159594,10839,Savings,991.07,661
17608,ROLL26981763007064,5238,Credit,298.6,700
17609,IMPF45073783789333,13059,Checking,3655.69,673
17610,DKRW03399464765426,21102,Credit,1692.5,720
17611,VAKF55555149487380,482,Savings,3568.28,716
17612,HDCI31926852007113,8026,Credit,91.67,703
17613,DHVF81722685408233,22125,Credit,1193.83,724
17614,BLMO51704329529707,17766,Credit,3302.57,725
17615,YUCX48020547620581,3230,Credit,1405.51,640
17616,TFYB34713806842484,21574,Credit,2988.99,719
17617,NGNV82840331953353,25383,Checking,858.81,735
17618,XQBT34848107215430,11668,Savings,2833.87,621
17619,CSPU10244382805951,10,Checking,2456.92,730
17620,PQAP14254583526793,5170,Savings,3926.94,717
17621,QWVM17143604846510,7638,Credit,832.56,732
17622,SARV68454655751153,4721,Savings,2402.39,767
17623,PZZQ26268820990434,21120,Savings,2786.9,715
17624,JLKY25219063771953,5532,Savings,1806.3,755
17625,LCTB74901071657500,27868,Checking,1820.97,730
17626,WWEO96604671878097,6579,Savings,1040.71,681
17627,ZYJN46664614050035,2816,Checking,440.69,602
17628,ULLD44393358324306,5301,Credit,2747.85,614
17629,YNQR29914799376074,8694,Credit,2546.74,781
17630,MKYN55790760602161,15918,Checking,772.92,739
17631,WJCM04930961643228,18614,Credit,1751.59,679
17632,HVBO48211388378592,673,Savings,117.86,675
17633,ABOI05547470684802,18151,Savings,3779.59,681
17634,GPPA59608974573450,9156,Checking,3206.8,650
17635,IASS89318068375630,17706,Credit,601.49,797
17636,SRBN20070834887591,2649,Savings,3069.49,759
17637,MQBC82563302505839,26198,Credit,3828.47,722
17638,EEME75367415923390,12828,Savings,1420.75,682
17639,HTRP98105138940240,18424,Credit,3899.44,638
17640,FCHU73101512568991,26580,Credit,1896.16,744
17641,HFEA72681061086650,17850,Credit,1657.9,687
17642,PQVJ59821472925381,15733,Credit,2985.58,630
17643,AVLO92062405202912,12350,Checking,737.94,659
17644,GDCR16944423522832,26552,Savings,881.11,620
17645,DJCT10305427390895,6085,Savings,1923.71,718
17646,LVGB28023263178589,17495,Credit,1627.67,669
17647,EWUO40414074158894,13224,Checking,931.26,667
17648,EKZX79554714682658,11180,Savings,4001.78,750
17649,AJZQ67157404471864,28212,Credit,2257.37,688
17650,TKXQ28158816848797,1192,Savings,3171.69,745
17651,WSXM55730204224792,21545,Savings,41.15,714
17652,QECC19024091875656,13046,Credit,4740.09,656
17653,ETEJ31076762400574,19311,Credit,3803.87,716
17654,JDCV56617119783973,9661,Credit,2672.99,727
17655,YAZU45084245665123,361,Savings,1955.72,713
17656,LEIK90420717009813,18479,Savings,11.89,704
17657,UEJS74550154810089,678,Credit,2065.2,717
17658,HSYO56621696764009,15950,Credit,5288.25,709
17659,TLQV02531380890706,20677,Credit,2386.78,777
17660,DWOR55206895248445,29024,Savings,2336.13,736
17661,TUVI63702086726717,24053,Savings,293.15,726
17662,LOUT69374495417034,12126,Savings,1664.04,675
17663,SYGG77514518468399,11065,Checking,993.17,775
17664,WBDJ57935741753000,23301,Savings,3182.55,703
17665,FJJG19966691731769,7044,Credit,1318.38,729
17666,LRHU60446713525791,15328,Credit,3515.07,579
17667,ENJA42082064391343,6012,Savings,3640.06,611
17668,DJDM01942762524339,27697,Checking,2366.74,621
17669,SKDW72491471880021,22415,Savings,388.67,703
17670,EVSP94274482624761,14113,Credit,4139.72,717
17671,YCIW02604186369284,11891,Savings,4249.3,643
17672,NSDU20982635636948,25991,Savings,1625.44,710
17673,HBLW78625214668479,9854,Checking,158.3,658
17674,MNPB03263426531157,26799,Checking,655.25,637
